,Time,FSC-A,SSC-A,BL1-A,BL2-A,BL3-A,BL4-A,VL4-A,VL3-A,VL2-A,VL1-A,FSC-H,SSC-H,BL1-H,BL2-H,BL3-H,BL4-H,VL4-H,VL3-H,VL2-H,VL1-H,FSC-W,SSC-W,BL1-W,BL2-W,BL3-W,BL4-W,VL4-W,VL3-W,VL2-W,VL1-W
21,569.0,56151.0,146914.0,1048575.0,1048575.0,30980.0,3390.0,10532.0,131830.0,1048575.0,1103.0,33488.0,66450.0,1048575.0,1008446.0,11627.0,1130.0,5054.0,53830.0,725453.0,533.0,402.0,327.0,1023.0,1023.0,102.0,16.0,58.0,303.0,935.0,0.0
22,577.0,10115.0,81404.0,1048575.0,1048575.0,16073.0,1477.0,6292.0,66176.0,909721.0,-555.0,17473.0,70598.0,1048575.0,1015654.0,11389.0,1013.0,5268.0,54818.0,757370.0,511.0,118.0,189.0,723.0,597.0,53.0,3.0,31.0,150.0,486.0,0.0
23,592.0,54544.0,151868.0,1048575.0,1048575.0,32598.0,4308.0,12026.0,141623.0,1048575.0,24.0,26671.0,66728.0,1048575.0,1012617.0,11899.0,1486.0,4863.0,58733.0,775130.0,497.0,430.0,349.0,1023.0,1023.0,100.0,31.0,61.0,326.0,979.0,0.0
24,594.0,65538.0,144805.0,1048575.0,1048575.0,31728.0,3493.0,10553.0,131833.0,1048575.0,800.0,30522.0,64237.0,1048575.0,1005385.0,12909.0,1298.0,4569.0,54996.0,730063.0,391.0,407.0,334.0,1023.0,1023.0,100.0,21.0,58.0,304.0,931.0,0.0
25,623.0,32921.0,150590.0,1048575.0,1048575.0,31388.0,3020.0,10204.0,135521.0,1048575.0,-617.0,31427.0,66133.0,1048575.0,1013929.0,11692.0,1261.0,4612.0,56606.0,777786.0,458.0,274.0,326.0,1023.0,1023.0,99.0,19.0,60.0,307.0,955.0,0.0
26,648.0,36021.0,77422.0,1048575.0,1048575.0,16839.0,1395.0,5343.0,69543.0,950628.0,2800.0,22181.0,66334.0,1048575.0,1014890.0,12254.0,1000.0,4463.0,56118.0,762460.0,407.0,314.0,171.0,718.0,609.0,53.0,1.0,31.0,155.0,497.0,0.0
27,661.0,18061.0,80794.0,1048575.0,1048575.0,11854.0,1470.0,3695.0,46557.0,699309.0,-917.0,30176.0,70903.0,1048575.0,956945.0,8979.0,744.0,2941.0,38167.0,582737.0,357.0,143.0,176.0,677.0,559.0,41.0,0.0,26.0,113.0,446.0,0.0
28,664.0,33209.0,71079.0,1048575.0,1048575.0,15893.0,1494.0,5268.0,62909.0,856241.0,-944.0,26958.0,62249.0,1048575.0,1001983.0,11349.0,1080.0,4262.0,51760.0,706968.0,405.0,230.0,171.0,705.0,588.0,51.0,9.0,29.0,152.0,467.0,0.0
29,683.0,28558.0,75359.0,1048575.0,1048575.0,16481.0,2115.0,5675.0,67494.0,911951.0,1416.0,29303.0,66271.0,1048575.0,1009024.0,12208.0,1305.0,4373.0,55035.0,746129.0,697.0,182.0,169.0,708.0,589.0,52.0,13.0,33.0,161.0,464.0,0.0
30,691.0,19262.0,73007.0,1048575.0,1048575.0,17085.0,1637.0,5241.0,66515.0,897670.0,164.0,28749.0,64218.0,1048575.0,1006699.0,12374.0,1283.0,3825.0,55800.0,744487.0,394.0,157.0,162.0,712.0,588.0,51.0,12.0,31.0,159.0,465.0,0.0
31,706.0,26535.0,75848.0,1048575.0,1048575.0,16007.0,1540.0,5926.0,69918.0,928637.0,-765.0,28047.0,65610.0,1048575.0,1011594.0,11022.0,1257.0,5053.0,55769.0,755288.0,548.0,187.0,164.0,718.0,597.0,53.0,13.0,29.0,162.0,482.0,0.0
32,749.0,205303.0,251163.0,1048575.0,1048575.0,60024.0,6548.0,22091.0,267229.0,1048575.0,-2970.0,34712.0,91707.0,1048575.0,1047351.0,21142.0,2213.0,9064.0,108442.0,1015696.0,396.0,1023.0,537.0,1023.0,1023.0,183.0,44.0,94.0,564.0,1023.0,0.0
33,763.0,78628.0,146013.0,1048575.0,1048575.0,30890.0,4157.0,10840.0,127768.0,1048575.0,1254.0,29816.0,64484.0,1048575.0,1001966.0,11981.0,1542.0,4855.0,52767.0,714835.0,334.0,503.0,341.0,1023.0,1023.0,96.0,35.0,58.0,290.0,920.0,0.0
34,780.0,175065.0,158908.0,1048575.0,1048575.0,27781.0,3618.0,8017.0,114733.0,1048575.0,-3903.0,27468.0,73856.0,1048575.0,1011810.0,12193.0,1089.0,4023.0,56937.0,767359.0,421.0,1023.0,358.0,1023.0,1023.0,93.0,16.0,55.0,270.0,904.0,0.0
35,860.0,210002.0,300608.0,1048575.0,1048575.0,63765.0,7302.0,22471.0,269637.0,1048575.0,3348.0,31692.0,68736.0,1048575.0,1013086.0,11737.0,1229.0,5565.0,57624.0,770992.0,489.0,1023.0,677.0,1023.0,1023.0,202.0,43.0,117.0,643.0,1023.0,0.0
36,861.0,61043.0,73059.0,1048575.0,1048575.0,16031.0,1152.0,5936.0,67796.0,909950.0,820.0,30460.0,64244.0,1048575.0,1008570.0,11719.0,1230.0,5182.0,56104.0,761845.0,331.0,438.0,168.0,703.0,591.0,47.0,12.0,32.0,155.0,474.0,0.0
37,861.0,15121.0,74212.0,1048575.0,1048575.0,15174.0,1819.0,5301.0,67420.0,887584.0,-1537.0,25301.0,65416.0,1048575.0,1005116.0,11351.0,1204.0,4704.0,56152.0,738194.0,478.0,154.0,163.0,707.0,588.0,47.0,10.0,29.0,163.0,466.0,0.0
38,863.0,40007.0,70614.0,1048575.0,1048575.0,14674.0,2023.0,4696.0,64290.0,827000.0,920.0,32996.0,61377.0,1048575.0,988735.0,11168.0,1242.0,3950.0,52990.0,689633.0,495.0,240.0,159.0,695.0,559.0,45.0,12.0,30.0,149.0,456.0,0.0
39,865.0,57031.0,153608.0,1048575.0,1048575.0,31642.0,3857.0,11483.0,133382.0,1048575.0,2421.0,26063.0,66940.0,1048575.0,1007318.0,12220.0,1332.0,4726.0,54718.0,735550.0,545.0,420.0,337.0,1023.0,1023.0,100.0,14.0,59.0,306.0,936.0,0.0
40,939.0,92641.0,243708.0,1048575.0,1048575.0,26353.0,2347.0,6793.0,96333.0,1048575.0,1225.0,37340.0,88426.0,1047647.0,813810.0,7144.0,817.0,2161.0,27673.0,470795.0,480.0,579.0,536.0,1023.0,1023.0,114.0,0.0,57.0,225.0,1023.0,0.0
41,997.0,62151.0,153656.0,1048575.0,1048575.0,32925.0,2840.0,11001.0,142202.0,1048575.0,-207.0,26967.0,67302.0,1048575.0,1013352.0,11835.0,1273.0,4601.0,57424.0,768316.0,510.0,488.0,346.0,1023.0,1023.0,101.0,18.0,62.0,334.0,953.0,0.0
42,1012.0,35441.0,74469.0,1048575.0,1048575.0,15940.0,1667.0,6206.0,67498.0,907469.0,2116.0,26774.0,64204.0,1048575.0,1009982.0,10673.0,1128.0,5303.0,53913.0,732575.0,463.0,294.0,161.0,715.0,606.0,49.0,11.0,31.0,150.0,458.0,0.0
43,1013.0,24486.0,76467.0,1048575.0,1048575.0,15778.0,2298.0,6476.0,68963.0,924103.0,1937.0,24827.0,64559.0,1048575.0,1012049.0,11153.0,1509.0,4600.0,54463.0,747065.0,457.0,170.0,162.0,726.0,597.0,50.0,18.0,31.0,158.0,481.0,0.0
44,1111.0,100615.0,385134.0,1048575.0,1048575.0,77062.0,8255.0,26121.0,315413.0,1048575.0,2996.0,32172.0,71183.0,1048575.0,1016455.0,12687.0,1409.0,5057.0,57278.0,770965.0,675.0,812.0,864.0,1023.0,1023.0,246.0,49.0,147.0,741.0,1023.0,0.0
45,1118.0,25862.0,73564.0,1048575.0,1048575.0,15051.0,1539.0,5057.0,63966.0,832676.0,1152.0,26454.0,64236.0,1048575.0,996329.0,11178.0,1217.0,4437.0,52375.0,687204.0,494.0,192.0,164.0,702.0,598.0,50.0,12.0,28.0,146.0,472.0,0.0
46,1153.0,93057.0,235725.0,1048575.0,1048575.0,46441.0,4929.0,16558.0,197553.0,1048575.0,-629.0,29053.0,73629.0,1048575.0,1018161.0,12448.0,1213.0,5296.0,59188.0,795151.0,538.0,616.0,521.0,1023.0,1023.0,144.0,28.0,90.0,463.0,1023.0,0.0
47,1161.0,62327.0,74687.0,1048575.0,1048575.0,15121.0,1594.0,5745.0,70127.0,938236.0,123.0,31400.0,64903.0,1048575.0,1010634.0,10901.0,1419.0,4741.0,56426.0,763638.0,469.0,399.0,170.0,721.0,590.0,48.0,14.0,32.0,165.0,480.0,0.0
48,1191.0,78608.0,143152.0,1048575.0,1048575.0,28006.0,3495.0,9817.0,107936.0,1048575.0,152.0,37051.0,65194.0,1048575.0,1012023.0,12307.0,1115.0,4934.0,56480.0,762690.0,399.0,509.0,327.0,1023.0,1023.0,95.0,13.0,55.0,249.0,897.0,0.0
49,1229.0,202376.0,218066.0,1048575.0,1048575.0,46488.0,4692.0,15353.0,193617.0,1048575.0,-486.0,31756.0,66523.0,1048575.0,1011549.0,11716.0,1319.0,4686.0,57655.0,760630.0,481.0,1023.0,495.0,1023.0,1023.0,149.0,28.0,86.0,456.0,1023.0,0.0
50,1234.0,16584.0,73454.0,1048575.0,1048575.0,15878.0,1782.0,5113.0,65492.0,859597.0,215.0,28644.0,64833.0,1048575.0,1002963.0,11371.0,1161.0,4511.0,54436.0,711897.0,523.0,141.0,160.0,714.0,576.0,51.0,10.0,29.0,155.0,458.0,0.0
51,1322.0,73393.0,150067.0,1048575.0,1048575.0,32542.0,3702.0,10055.0,133299.0,1048575.0,816.0,28003.0,67056.0,1048575.0,1012573.0,11871.0,1266.0,5024.0,56800.0,767123.0,521.0,488.0,343.0,1023.0,1023.0,100.0,11.0,59.0,306.0,948.0,0.0
52,1343.0,28068.0,73022.0,1048575.0,1048575.0,15938.0,2045.0,6016.0,66741.0,886881.0,550.0,25429.0,64501.0,1048575.0,1007075.0,11910.0,1510.0,4823.0,55714.0,738321.0,557.0,171.0,168.0,712.0,590.0,49.0,16.0,31.0,166.0,471.0,0.0
53,1386.0,26933.0,87322.0,1048575.0,1048575.0,11129.0,1287.0,3109.0,41262.0,629063.0,-971.0,24307.0,75187.0,1048575.0,890212.0,8521.0,1026.0,2753.0,33561.0,515310.0,353.0,236.0,190.0,662.0,542.0,44.0,3.0,22.0,101.0,425.0,0.0
54,1407.0,55205.0,150195.0,1048575.0,1048575.0,31514.0,3882.0,9822.0,139165.0,1048575.0,176.0,26658.0,65744.0,1048575.0,1012957.0,11492.0,1464.0,4972.0,56905.0,759900.0,435.0,517.0,339.0,1023.0,1023.0,101.0,27.0,57.0,312.0,951.0,0.0
55,1414.0,52299.0,75499.0,1048575.0,1048575.0,17124.0,2398.0,6316.0,73556.0,976392.0,23.0,28438.0,64237.0,1048575.0,1018663.0,12024.0,1260.0,4669.0,59909.0,788599.0,407.0,363.0,164.0,724.0,593.0,52.0,18.0,33.0,165.0,488.0,0.0
56,1432.0,-65536.0,173580.0,1048575.0,1048575.0,48473.0,6328.0,18531.0,199162.0,1048575.0,2497.0,30327.0,90006.0,1048575.0,1047310.0,24459.0,2740.0,10706.0,110706.0,1013649.0,646.0,222.0,367.0,1023.0,1023.0,147.0,37.0,68.0,383.0,1023.0,0.0
57,1433.0,37080.0,74257.0,1048575.0,1048575.0,15378.0,1749.0,5576.0,65868.0,859770.0,566.0,26672.0,64998.0,1048575.0,1002866.0,11476.0,1146.0,3854.0,53900.0,708796.0,430.0,288.0,163.0,710.0,603.0,49.0,11.0,30.0,146.0,467.0,0.0
58,1439.0,12489.0,75633.0,1048575.0,1048575.0,14750.0,1130.0,5101.0,65661.0,871106.0,1241.0,25398.0,64111.0,1048575.0,1003245.0,10684.0,827.0,4247.0,52661.0,711240.0,528.0,126.0,175.0,706.0,581.0,49.0,0.0,31.0,154.0,470.0,0.0
59,1500.0,164515.0,523992.0,1048575.0,1048575.0,102382.0,11645.0,35910.0,431030.0,1048575.0,-844.0,29017.0,77501.0,1048575.0,1011939.0,11669.0,1304.0,5111.0,58083.0,774741.0,546.0,1023.0,1023.0,1023.0,1023.0,336.0,63.0,199.0,993.0,1023.0,0.0
60,1504.0,39702.0,73072.0,1048575.0,1048575.0,16124.0,1951.0,5141.0,63640.0,823054.0,-51.0,26540.0,62853.0,1048575.0,995282.0,10984.0,1347.0,4149.0,51632.0,674976.0,488.0,259.0,169.0,708.0,568.0,51.0,14.0,31.0,145.0,467.0,0.0
61,1508.0,39920.0,72946.0,1048575.0,1048575.0,17357.0,2196.0,5653.0,67839.0,915176.0,72.0,25244.0,64389.0,1048575.0,1009013.0,12586.0,1261.0,4921.0,55992.0,757541.0,507.0,294.0,170.0,705.0,604.0,51.0,14.0,29.0,164.0,467.0,0.0
62,1515.0,7711.0,92753.0,1048575.0,1048575.0,11394.0,1312.0,3867.0,44811.0,691567.0,-943.0,29157.0,81825.0,1048575.0,949712.0,8931.0,838.0,3428.0,37824.0,574193.0,433.0,119.0,197.0,677.0,565.0,44.0,0.0,22.0,109.0,434.0,0.0
63,1524.0,102779.0,152678.0,1048575.0,1048575.0,32730.0,4054.0,10832.0,136410.0,1048575.0,1406.0,27091.0,66342.0,1048575.0,1012550.0,12250.0,1308.0,4283.0,58302.0,764622.0,431.0,752.0,343.0,1023.0,1023.0,100.0,27.0,60.0,315.0,920.0,0.0
64,1584.0,48172.0,159719.0,1048575.0,1048575.0,25322.0,3093.0,7935.0,100799.0,1048575.0,1753.0,27444.0,75236.0,1048575.0,1000788.0,10781.0,1300.0,4136.0,52238.0,696955.0,537.0,324.0,353.0,1023.0,1023.0,89.0,14.0,49.0,226.0,888.0,0.0
65,1588.0,4843.0,74802.0,1048575.0,1048575.0,16227.0,1709.0,6336.0,70467.0,916207.0,1407.0,27210.0,65618.0,1048575.0,1009599.0,11649.0,1265.0,4946.0,56207.0,747411.0,503.0,91.0,158.0,722.0,602.0,51.0,13.0,31.0,168.0,471.0,0.0
66,1607.0,27793.0,69145.0,1048575.0,1048575.0,14411.0,1610.0,4270.0,61984.0,828648.0,-519.0,29646.0,59477.0,1048575.0,988516.0,10009.0,1067.0,3964.0,49756.0,672940.0,493.0,197.0,155.0,706.0,588.0,48.0,6.0,30.0,146.0,453.0,0.0
67,1700.0,147476.0,453538.0,1048575.0,1048575.0,99768.0,10252.0,34951.0,407734.0,1048575.0,-1397.0,28516.0,67101.0,1048575.0,1016746.0,12620.0,1577.0,5546.0,58175.0,793769.0,516.0,1023.0,1018.0,1023.0,1023.0,304.0,54.0,180.0,959.0,1023.0,0.0
68,1711.0,31935.0,73004.0,1048575.0,1048575.0,15913.0,1742.0,5882.0,68891.0,902854.0,355.0,24777.0,64848.0,1048575.0,1008708.0,11619.0,1401.0,5131.0,56827.0,754504.0,466.0,237.0,159.0,718.0,571.0,50.0,16.0,31.0,177.0,469.0,0.0
69,1712.0,45558.0,75147.0,1048575.0,1048575.0,14640.0,1726.0,5545.0,64296.0,841654.0,154.0,26236.0,66745.0,1048575.0,999835.0,10955.0,1074.0,4548.0,52864.0,702705.0,371.0,315.0,164.0,699.0,588.0,52.0,8.0,29.0,149.0,472.0,0.0
70,1726.0,98093.0,234402.0,1048575.0,1048575.0,48431.0,5781.0,17090.0,198669.0,1048575.0,2813.0,28383.0,71219.0,1048575.0,1012815.0,12700.0,1237.0,4827.0,56651.0,762816.0,556.0,694.0,529.0,1023.0,1023.0,154.0,38.0,89.0,459.0,1023.0,0.0
71,1727.0,61498.0,146574.0,1048575.0,1048575.0,30643.0,3329.0,11895.0,133301.0,1048575.0,59.0,27696.0,64762.0,1048575.0,1010686.0,11355.0,1240.0,4814.0,55028.0,735077.0,406.0,359.0,325.0,1023.0,1023.0,99.0,21.0,63.0,320.0,956.0,0.0
72,1731.0,-14356.0,74748.0,1048575.0,1048575.0,16189.0,1465.0,4997.0,68471.0,927738.0,-251.0,25917.0,64463.0,1048575.0,1010982.0,11609.0,1150.0,4044.0,55876.0,763967.0,441.0,58.0,161.0,710.0,617.0,49.0,8.0,30.0,165.0,487.0,0.0
73,1745.0,7814.0,75216.0,1048575.0,1048575.0,16351.0,2135.0,5777.0,66601.0,870109.0,-332.0,25153.0,65223.0,1048575.0,1003686.0,12016.0,1452.0,4124.0,53641.0,713837.0,303.0,79.0,173.0,705.0,585.0,50.0,15.0,30.0,151.0,477.0,0.0
74,1768.0,23769.0,79470.0,1048575.0,1048575.0,15038.0,1437.0,4813.0,60624.0,824516.0,1085.0,26532.0,69372.0,1048575.0,993626.0,11574.0,1050.0,4015.0,50489.0,691719.0,392.0,193.0,173.0,702.0,577.0,46.0,6.0,29.0,141.0,468.0,0.0
75,1788.0,29164.0,72903.0,1048575.0,1048575.0,15998.0,2003.0,5265.0,64804.0,857821.0,566.0,27096.0,63972.0,1048575.0,999607.0,11486.0,1214.0,4523.0,53266.0,706331.0,367.0,196.0,156.0,699.0,578.0,50.0,13.0,30.0,154.0,472.0,0.0
76,1847.0,167399.0,295322.0,1048575.0,1048575.0,57462.0,5941.0,19142.0,236963.0,1048575.0,2320.0,28461.0,67288.0,1048575.0,1014165.0,13351.0,1215.0,4732.0,56831.0,773536.0,372.0,1023.0,665.0,1023.0,1023.0,184.0,36.0,111.0,566.0,1023.0,0.0
77,1852.0,58887.0,72369.0,1048575.0,1048575.0,15591.0,1714.0,4885.0,64122.0,861219.0,-524.0,27678.0,64542.0,1048575.0,1001092.0,11752.0,1217.0,4074.0,52474.0,723600.0,368.0,472.0,157.0,711.0,586.0,48.0,13.0,29.0,142.0,472.0,0.0
78,1858.0,29296.0,73179.0,1048575.0,1048575.0,15244.0,1343.0,4842.0,63515.0,850088.0,-231.0,26566.0,64626.0,1048575.0,1001230.0,11454.0,1078.0,3776.0,52404.0,700763.0,447.0,187.0,165.0,703.0,579.0,51.0,7.0,29.0,150.0,473.0,0.0
79,1895.0,58203.0,151595.0,1048575.0,1048575.0,33355.0,3752.0,13259.0,139768.0,1048575.0,871.0,30018.0,65897.0,1048575.0,1012736.0,12458.0,1605.0,5109.0,58379.0,740693.0,539.0,359.0,338.0,1023.0,1023.0,105.0,25.0,66.0,328.0,950.0,0.0
80,1901.0,27799.0,108580.0,1048575.0,1048575.0,30146.0,2979.0,10994.0,136692.0,1048575.0,1674.0,33493.0,93833.0,1048575.0,1047382.0,21800.0,2307.0,9112.0,109240.0,1018975.0,446.0,215.0,204.0,778.0,670.0,87.0,26.0,37.0,244.0,617.0,0.0
81,1911.0,17696.0,76672.0,1048575.0,1048575.0,15099.0,1467.0,5371.0,61058.0,816079.0,-1143.0,26009.0,67319.0,1048575.0,994706.0,11279.0,1093.0,4220.0,50601.0,681513.0,329.0,171.0,164.0,705.0,593.0,48.0,8.0,28.0,143.0,459.0,0.0
82,1915.0,30511.0,73596.0,1048575.0,1048575.0,16101.0,1510.0,5443.0,68755.0,931311.0,-1123.0,27888.0,64393.0,1048575.0,1013324.0,11767.0,966.0,4690.0,58048.0,769044.0,407.0,247.0,170.0,719.0,595.0,49.0,0.0,30.0,148.0,474.0,0.0
83,1931.0,31955.0,91341.0,1048575.0,1048575.0,19655.0,2488.0,7063.0,83465.0,1021146.0,-1450.0,27799.0,64433.0,1048575.0,1001080.0,11149.0,1296.0,4160.0,51114.0,695463.0,305.0,254.0,223.0,1023.0,926.0,78.0,12.0,48.0,205.0,728.0,0.0
84,1958.0,53386.0,155065.0,1048575.0,1048575.0,27622.0,3048.0,9171.0,108585.0,1048575.0,1162.0,31025.0,67033.0,1048575.0,1014407.0,12275.0,1216.0,5010.0,56339.0,777526.0,563.0,413.0,364.0,1023.0,1023.0,96.0,11.0,52.0,243.0,899.0,0.0
85,1962.0,29316.0,73088.0,1048575.0,1048575.0,16385.0,1251.0,6264.0,67247.0,893074.0,1589.0,26790.0,64907.0,1048575.0,1006778.0,12275.0,1465.0,4760.0,55561.0,747345.0,402.0,220.0,161.0,706.0,596.0,50.0,15.0,32.0,148.0,480.0,0.0
86,1970.0,54823.0,174945.0,1048575.0,1048575.0,23911.0,2936.0,6423.0,91593.0,1048575.0,718.0,28132.0,89359.0,1048575.0,1004860.0,12358.0,1384.0,4900.0,57049.0,738724.0,389.0,356.0,354.0,1023.0,1023.0,87.0,14.0,40.0,203.0,855.0,0.0
87,1998.0,24778.0,146916.0,1048575.0,1048575.0,31836.0,3151.0,10728.0,134532.0,1048575.0,-722.0,25938.0,65280.0,1048575.0,1011700.0,12037.0,1287.0,4722.0,55799.0,770932.0,411.0,274.0,341.0,1023.0,1023.0,103.0,16.0,57.0,307.0,936.0,0.0
88,2040.0,277555.0,295197.0,1048575.0,1048575.0,61392.0,6982.0,21107.0,264624.0,1048575.0,-1311.0,30947.0,65860.0,1048575.0,1007110.0,11700.0,1516.0,4470.0,55063.0,717630.0,554.0,1023.0,680.0,1023.0,1023.0,198.0,50.0,114.0,625.0,1023.0,0.0
89,2041.0,50794.0,149856.0,1048575.0,1048575.0,31675.0,3311.0,12277.0,136688.0,1048575.0,1579.0,28584.0,65525.0,1048575.0,1010037.0,11479.0,1291.0,4751.0,55164.0,751870.0,713.0,387.0,320.0,1023.0,1023.0,98.0,29.0,61.0,309.0,940.0,0.0
