,Time,FSC-A,SSC-A,BL1-A,BL2-A,BL3-A,BL4-A,VL4-A,VL3-A,VL2-A,VL1-A,FSC-H,SSC-H,BL1-H,BL2-H,BL3-H,BL4-H,VL4-H,VL3-H,VL2-H,VL1-H,FSC-W,SSC-W,BL1-W,BL2-W,BL3-W,BL4-W,VL4-W,VL3-W,VL2-W,VL1-W
31,1411.0,68073.0,49412.0,1048575.0,952021.0,12800.0,1751.0,6333.0,53540.0,517620.0,1118.0,14704.0,14779.0,697446.0,247747.0,3021.0,368.0,1734.0,14928.0,149462.0,469.0,682.0,138.0,1023.0,1023.0,90.0,0.0,51.0,132.0,788.0,0.0
32,1471.0,30143.0,47494.0,1048575.0,893989.0,12801.0,1603.0,5311.0,51981.0,492146.0,-1790.0,13519.0,14114.0,673393.0,236997.0,3039.0,436.0,1663.0,14265.0,139098.0,425.0,408.0,132.0,1023.0,1023.0,91.0,0.0,49.0,133.0,771.0,0.0
33,1529.0,57219.0,111394.0,1048575.0,1048575.0,28820.0,4076.0,15360.0,121680.0,1048575.0,-4560.0,15881.0,14642.0,694843.0,247179.0,3557.0,597.0,2163.0,15181.0,145806.0,453.0,944.0,310.0,1023.0,1023.0,209.0,0.0,121.0,313.0,1023.0,0.0
34,1532.0,25675.0,47318.0,1048575.0,930150.0,12091.0,1224.0,6302.0,53768.0,509847.0,1636.0,13745.0,14535.0,692288.0,244474.0,2843.0,370.0,1687.0,15498.0,145706.0,396.0,344.0,132.0,1023.0,1023.0,89.0,0.0,49.0,134.0,820.0,0.0
35,1551.0,1039.0,23.0,323.0,104.0,36.0,-20.0,20.0,82.0,326.0,270.0,1057.0,85.0,322.0,159.0,94.0,14.0,104.0,76.0,219.0,308.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1560.0,29292.0,31261.0,1048575.0,618932.0,8258.0,756.0,4942.0,36356.0,331087.0,-1630.0,14145.0,13882.0,680417.0,240517.0,2770.0,311.0,1944.0,15254.0,140565.0,420.0,344.0,89.0,1004.0,711.0,59.0,0.0,37.0,87.0,524.0,0.0
37,1604.0,102983.0,17602.0,873210.0,319701.0,4266.0,432.0,1886.0,17591.0,169082.0,-228.0,16132.0,14664.0,675861.0,239419.0,2758.0,294.0,1609.0,14217.0,139422.0,330.0,752.0,46.0,508.0,372.0,34.0,0.0,16.0,43.0,263.0,0.0
38,1604.0,30100.0,16013.0,827552.0,301638.0,4141.0,324.0,2366.0,19003.0,168254.0,1175.0,13854.0,13896.0,659625.0,232823.0,3164.0,298.0,1326.0,15764.0,140512.0,363.0,236.0,45.0,498.0,370.0,29.0,0.0,17.0,45.0,268.0,0.0
39,1674.0,116817.0,65776.0,1048575.0,1048575.0,18067.0,2282.0,7279.0,73234.0,679098.0,1325.0,17814.0,14474.0,708366.0,249503.0,3315.0,433.0,1639.0,16088.0,144320.0,386.0,1023.0,179.0,1023.0,1023.0,126.0,0.0,60.0,177.0,1023.0,0.0
40,1680.0,-20044.0,15648.0,855638.0,309303.0,4886.0,413.0,2410.0,17754.0,177148.0,-2217.0,13107.0,13520.0,672870.0,237590.0,3538.0,421.0,1689.0,14334.0,148451.0,273.0,70.0,44.0,506.0,341.0,35.0,0.0,19.0,45.0,265.0,0.0
41,1706.0,2543.0,19.0,427.0,174.0,-22.0,-11.0,1.0,39.0,407.0,-444.0,2637.0,85.0,362.0,173.0,39.0,38.0,55.0,59.0,299.0,127.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1706.0,46489.0,15814.0,886233.0,323719.0,4293.0,430.0,1927.0,18637.0,174665.0,49.0,15632.0,14634.0,697058.0,246648.0,3064.0,342.0,1595.0,14873.0,144276.0,434.0,410.0,44.0,493.0,364.0,33.0,0.0,16.0,47.0,280.0,0.0
43,1734.0,27715.0,32011.0,1048575.0,609324.0,8476.0,1013.0,3936.0,35569.0,325928.0,1423.0,12526.0,14398.0,681569.0,240517.0,3093.0,350.0,1916.0,14714.0,137365.0,490.0,296.0,85.0,989.0,686.0,61.0,0.0,30.0,88.0,535.0,0.0
44,1734.0,14487.0,15352.0,810009.0,297205.0,3527.0,811.0,1981.0,17296.0,165560.0,380.0,13549.0,13646.0,642642.0,225837.0,2520.0,466.0,1762.0,14486.0,139287.0,375.0,125.0,43.0,499.0,352.0,28.0,0.0,18.0,44.0,267.0,0.0
45,1756.0,3456.0,226.0,1484.0,455.0,33.0,-15.0,2.0,-21.0,417.0,495.0,1713.0,184.0,1536.0,771.0,63.0,49.0,95.0,131.0,268.0,336.0,47.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1760.0,14472.0,15778.0,866175.0,314848.0,3787.0,645.0,2393.0,18308.0,172118.0,231.0,14062.0,13807.0,693731.0,242933.0,2828.0,366.0,1953.0,15121.0,145253.0,411.0,143.0,43.0,506.0,350.0,29.0,0.0,18.0,43.0,266.0,0.0
47,1767.0,12262.0,15358.0,792953.0,287969.0,3794.0,532.0,2262.0,17628.0,163478.0,-392.0,12338.0,13588.0,631260.0,222387.0,3024.0,421.0,1579.0,14562.0,136841.0,372.0,177.0,44.0,482.0,333.0,28.0,0.0,16.0,43.0,257.0,0.0
48,1767.0,18723.0,17105.0,898079.0,325806.0,4354.0,452.0,2084.0,19384.0,179136.0,-205.0,14278.0,14717.0,695259.0,243274.0,2902.0,276.0,1343.0,16187.0,147566.0,263.0,201.0,46.0,508.0,360.0,29.0,0.0,16.0,47.0,275.0,0.0
49,1827.0,60034.0,31576.0,1048575.0,608731.0,8887.0,1042.0,3945.0,36563.0,329373.0,942.0,13996.0,14037.0,658817.0,236944.0,3781.0,434.0,2027.0,14703.0,136053.0,508.0,706.0,91.0,968.0,733.0,59.0,0.0,36.0,92.0,516.0,0.0
50,1834.0,64054.0,49210.0,1048575.0,953863.0,13644.0,2124.0,5143.0,56224.0,510964.0,-627.0,15121.0,14413.0,690864.0,244318.0,3453.0,482.0,1763.0,15739.0,143514.0,339.0,579.0,138.0,1023.0,1023.0,95.0,0.0,49.0,139.0,834.0,0.0
51,1853.0,-14588.0,31068.0,1048575.0,588410.0,7391.0,1259.0,3262.0,34260.0,329016.0,-2939.0,12637.0,13775.0,662858.0,236681.0,2684.0,476.0,1533.0,14977.0,138177.0,311.0,240.0,89.0,988.0,699.0,56.0,0.0,31.0,88.0,524.0,0.0
52,1861.0,35863.0,33250.0,1048575.0,624745.0,9063.0,1384.0,4259.0,37287.0,339271.0,-212.0,13563.0,14652.0,679961.0,240444.0,3237.0,417.0,1893.0,14948.0,141461.0,568.0,311.0,92.0,765.0,600.0,62.0,0.0,31.0,93.0,535.0,0.0
53,1861.0,22336.0,15450.0,866009.0,312050.0,4439.0,646.0,1882.0,19155.0,170756.0,-1367.0,14955.0,13436.0,686266.0,241316.0,3136.0,414.0,1480.0,15264.0,142996.0,329.0,167.0,46.0,496.0,351.0,31.0,0.0,16.0,44.0,262.0,0.0
54,1925.0,156958.0,110234.0,1048575.0,1048575.0,28009.0,4011.0,14308.0,123894.0,1048575.0,4432.0,14024.0,14276.0,700850.0,246578.0,3056.0,509.0,1844.0,15637.0,148882.0,447.0,1023.0,306.0,1023.0,1023.0,207.0,0.0,110.0,308.0,1023.0,0.0
55,1958.0,19596.0,16251.0,876847.0,319544.0,4283.0,164.0,2422.0,18075.0,171247.0,2036.0,12149.0,14320.0,696350.0,246607.0,3236.0,294.0,1582.0,15657.0,143614.0,374.0,175.0,45.0,503.0,351.0,29.0,0.0,16.0,48.0,250.0,0.0
56,1958.0,390.0,-149.0,457.0,232.0,-2.0,-29.0,8.0,145.0,187.0,-152.0,2126.0,96.0,333.0,315.0,40.0,62.0,68.0,165.0,179.0,50.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1985.0,-3138.0,63458.0,1048575.0,1048575.0,17025.0,2101.0,8512.0,71513.0,668075.0,108.0,13711.0,14359.0,683649.0,240491.0,3287.0,424.0,1899.0,16122.0,144398.0,346.0,593.0,176.0,1023.0,1023.0,117.0,0.0,66.0,177.0,1023.0,0.0
58,1986.0,2660.0,2602.0,88366.0,30372.0,169.0,-89.0,-24.0,2018.0,19512.0,1669.0,3081.0,2305.0,73047.0,24242.0,285.0,73.0,149.0,1687.0,16164.0,407.0,59.0,22.0,198.0,74.0,0.0,0.0,0.0,17.0,46.0,0.0
59,2004.0,-16443.0,16233.0,852557.0,311726.0,4356.0,382.0,2042.0,18440.0,170655.0,-1051.0,12341.0,14263.0,683829.0,241583.0,3100.0,570.0,1585.0,15417.0,143795.0,334.0,56.0,44.0,491.0,341.0,30.0,0.0,17.0,45.0,276.0,0.0
60,2007.0,30004.0,16370.0,863040.0,315538.0,4030.0,100.0,1958.0,17764.0,168825.0,525.0,15090.0,14223.0,695371.0,247103.0,2817.0,290.0,1743.0,14806.0,141853.0,416.0,303.0,44.0,503.0,353.0,30.0,0.0,17.0,46.0,256.0,0.0
61,2009.0,18844.0,15775.0,849108.0,314027.0,3678.0,308.0,2171.0,18356.0,165327.0,852.0,13289.0,14535.0,684876.0,245589.0,2548.0,290.0,1685.0,15307.0,140286.0,418.0,183.0,44.0,511.0,364.0,31.0,0.0,15.0,45.0,260.0,0.0
62,2034.0,162.0,-31.0,487.0,294.0,-34.0,-42.0,23.0,86.0,205.0,5.0,1472.0,71.0,420.0,331.0,24.0,32.0,86.0,182.0,167.0,276.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2042.0,80291.0,32075.0,1048575.0,609412.0,8035.0,851.0,4413.0,36231.0,333100.0,-971.0,14328.0,13430.0,646223.0,229775.0,2777.0,422.0,1784.0,14331.0,134304.0,437.0,761.0,111.0,1023.0,770.0,57.0,0.0,30.0,101.0,555.0,0.0
64,2044.0,-65536.0,31096.0,1048575.0,584952.0,7210.0,1219.0,3936.0,33600.0,330576.0,-82.0,12985.0,14041.0,649017.0,229567.0,3014.0,476.0,1834.0,14388.0,142773.0,444.0,177.0,85.0,964.0,687.0,53.0,0.0,33.0,87.0,502.0,0.0
65,2103.0,54929.0,46015.0,1048575.0,923938.0,13015.0,1814.0,7247.0,54799.0,502187.0,-1965.0,13723.0,14826.0,705901.0,247587.0,3185.0,477.0,1955.0,15438.0,146593.0,476.0,566.0,132.0,1023.0,1019.0,95.0,0.0,56.0,130.0,798.0,0.0
66,2103.0,13348.0,15276.0,783251.0,284617.0,3917.0,859.0,1552.0,17717.0,161508.0,-1995.0,11626.0,13516.0,623331.0,220976.0,2511.0,484.0,1534.0,14228.0,135169.0,302.0,132.0,43.0,489.0,342.0,30.0,0.0,15.0,44.0,259.0,0.0
67,2111.0,26320.0,16210.0,847839.0,308686.0,4338.0,752.0,1912.0,17818.0,171724.0,-878.0,13433.0,13643.0,668406.0,234298.0,2660.0,434.0,1869.0,14417.0,142421.0,295.0,231.0,44.0,504.0,370.0,33.0,0.0,17.0,46.0,261.0,0.0
68,2192.0,-56909.0,124381.0,1048575.0,1048575.0,32887.0,5010.0,16407.0,143236.0,1048575.0,-185.0,14631.0,14566.0,699210.0,247559.0,3290.0,433.0,1923.0,15442.0,146314.0,560.0,1023.0,382.0,1023.0,1023.0,243.0,0.0,140.0,382.0,1023.0,0.0
69,2192.0,31587.0,15360.0,850085.0,317407.0,4213.0,421.0,1799.0,19658.0,172700.0,-1923.0,13571.0,13677.0,674016.0,242710.0,2926.0,364.0,1672.0,15126.0,144522.0,280.0,259.0,43.0,494.0,363.0,33.0,0.0,16.0,45.0,260.0,0.0
70,2200.0,470.0,-117.0,393.0,96.0,-40.0,-11.0,-57.0,12.0,58.0,-304.0,1132.0,5.0,357.0,152.0,60.0,24.0,28.0,95.0,132.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2200.0,-6117.0,14935.0,824078.0,302344.0,4201.0,836.0,1569.0,18216.0,168645.0,100.0,14209.0,13542.0,661089.0,237755.0,3111.0,409.0,1336.0,14849.0,142871.0,374.0,92.0,44.0,488.0,336.0,31.0,0.0,12.0,44.0,265.0,0.0
72,2233.0,29761.0,31981.0,1048575.0,591046.0,7936.0,1061.0,2865.0,33748.0,325486.0,-426.0,12812.0,14156.0,655885.0,234065.0,3032.0,378.0,1632.0,15493.0,143163.0,350.0,351.0,88.0,984.0,666.0,59.0,0.0,27.0,91.0,512.0,0.0
73,2239.0,33916.0,14681.0,793819.0,293399.0,4128.0,499.0,1608.0,16775.0,159946.0,790.0,13373.0,13496.0,645191.0,227102.0,2733.0,411.0,1235.0,14864.0,136101.0,515.0,312.0,42.0,486.0,345.0,28.0,0.0,13.0,41.0,256.0,0.0
74,2276.0,38436.0,61054.0,1048575.0,1048575.0,15996.0,1705.0,7707.0,68152.0,646778.0,1019.0,14403.0,13969.0,671726.0,234321.0,3388.0,564.0,1778.0,14753.0,138202.0,346.0,573.0,172.0,1023.0,1023.0,116.0,0.0,60.0,170.0,1023.0,0.0
75,2276.0,21684.0,15962.0,813185.0,300885.0,3944.0,306.0,1630.0,17980.0,170950.0,806.0,13765.0,13889.0,644626.0,229719.0,2864.0,320.0,1371.0,15028.0,142648.0,417.0,185.0,44.0,482.0,347.0,31.0,0.0,14.0,46.0,255.0,0.0
76,2277.0,1552.0,-73.0,318.0,372.0,-39.0,-16.0,-63.0,2.0,103.0,-125.0,1825.0,56.0,336.0,338.0,30.0,29.0,28.0,82.0,191.0,113.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2277.0,23627.0,16177.0,853401.0,314358.0,4025.0,866.0,1815.0,17258.0,170187.0,78.0,13377.0,14060.0,671316.0,239115.0,3077.0,326.0,1748.0,14744.0,142081.0,485.0,227.0,46.0,511.0,359.0,31.0,0.0,18.0,43.0,262.0,0.0
78,2278.0,-3174.0,-10.0,468.0,-83.0,75.0,-11.0,-104.0,-37.0,450.0,59.0,336.0,40.0,384.0,174.0,79.0,36.0,23.0,74.0,288.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2282.0,60483.0,50985.0,1048575.0,947953.0,13232.0,1552.0,5926.0,55818.0,502544.0,1232.0,14703.0,14749.0,683940.0,243708.0,3596.0,514.0,1843.0,15186.0,141802.0,368.0,536.0,139.0,1023.0,1023.0,95.0,0.0,50.0,137.0,802.0,0.0
80,2292.0,39980.0,32507.0,1048575.0,632749.0,8716.0,1009.0,3604.0,36043.0,348516.0,491.0,13874.0,14498.0,713401.0,250988.0,2985.0,459.0,1778.0,15405.0,148616.0,315.0,444.0,93.0,1000.0,706.0,61.0,0.0,32.0,90.0,508.0,0.0
81,2334.0,24370.0,49524.0,1048575.0,923117.0,13199.0,1974.0,7142.0,52964.0,496587.0,-2619.0,13616.0,15003.0,686692.0,242810.0,3279.0,457.0,1909.0,15575.0,143469.0,432.0,401.0,132.0,1023.0,1023.0,89.0,0.0,56.0,133.0,777.0,0.0
82,2347.0,3895.0,-126.0,458.0,65.0,33.0,71.0,70.0,-49.0,161.0,-90.0,2379.0,99.0,405.0,383.0,37.0,90.0,118.0,44.0,155.0,167.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2348.0,17466.0,15042.0,790506.0,288008.0,4077.0,633.0,1892.0,15560.0,160664.0,-434.0,13249.0,13605.0,641102.0,227083.0,2941.0,358.0,1716.0,13174.0,135513.0,354.0,138.0,43.0,478.0,350.0,27.0,0.0,16.0,41.0,250.0,0.0
84,2357.0,23154.0,16268.0,882825.0,324503.0,4131.0,625.0,2255.0,17698.0,172112.0,-558.0,14435.0,14524.0,698834.0,247510.0,2786.0,303.0,1915.0,14512.0,143124.0,344.0,219.0,46.0,515.0,368.0,29.0,0.0,19.0,45.0,265.0,0.0
85,2497.0,190710.0,250682.0,1048575.0,1048575.0,67857.0,8637.0,32551.0,290155.0,1048575.0,3933.0,15510.0,14827.0,701585.0,247247.0,3432.0,526.0,1915.0,15931.0,144727.0,474.0,1023.0,706.0,1023.0,1023.0,478.0,0.0,251.0,711.0,1023.0,0.0
86,2624.0,230856.0,207482.0,1048575.0,1048575.0,54256.0,7835.0,25924.0,233192.0,1048575.0,-2451.0,14528.0,14693.0,696728.0,248620.0,3538.0,598.0,1942.0,15751.0,146438.0,538.0,1023.0,579.0,1023.0,1023.0,392.0,0.0,217.0,580.0,1023.0,0.0
87,2625.0,5882.0,15722.0,864779.0,313242.0,3865.0,655.0,2099.0,17914.0,168589.0,-1128.0,13625.0,14288.0,684182.0,240946.0,2986.0,263.0,1611.0,14306.0,141396.0,251.0,103.0,45.0,512.0,342.0,29.0,0.0,16.0,45.0,268.0,0.0
88,2708.0,242031.0,241976.0,1048575.0,1048575.0,61931.0,7207.0,32487.0,265943.0,1048575.0,-2674.0,14708.0,15073.0,694284.0,245244.0,3371.0,561.0,2088.0,15586.0,144303.0,514.0,1023.0,671.0,1023.0,1023.0,448.0,0.0,255.0,660.0,1023.0,0.0
89,2775.0,122468.0,77759.0,1048575.0,1048575.0,20867.0,2090.0,10021.0,87212.0,818946.0,28.0,13537.0,14651.0,708871.0,250178.0,3113.0,541.0,2111.0,15440.0,141598.0,455.0,1023.0,219.0,1023.0,1023.0,151.0,0.0,83.0,220.0,1023.0,0.0
90,2775.0,13963.0,15139.0,814708.0,303976.0,4491.0,-40.0,2026.0,16376.0,164193.0,-420.0,13514.0,13819.0,661389.0,238712.0,2929.0,295.0,1342.0,14119.0,138322.0,283.0,123.0,44.0,495.0,356.0,31.0,0.0,13.0,42.0,268.0,0.0
91,2839.0,115354.0,92143.0,1048575.0,1048575.0,24711.0,3314.0,11432.0,106577.0,1003646.0,-151.0,14712.0,14245.0,702546.0,248652.0,2979.0,454.0,2247.0,15590.0,145122.0,480.0,1023.0,262.0,1023.0,1023.0,178.0,0.0,96.0,260.0,1023.0,0.0
92,2845.0,28.0,126.0,500.0,294.0,-9.0,-72.0,15.0,-22.0,267.0,-231.0,956.0,115.0,370.0,262.0,46.0,23.0,103.0,75.0,279.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
